"licenca","cod_cli","data_emissao","vend_cli","pedido_fora_rota","inicio_atendimento","final_atendimento","motivo_nao_compra"
"3680","0001-0727","2026-03-02",702,False,"2026-03-02T10:11:38.293Z","2026-03-02T10:13:52.293Z","B"
"3724","0035-0146","2026-03-02",604,False,"2026-03-02T10:01:36.101Z","2026-03-02T10:14:15.194Z","S"
"3680","0002-1833","2026-03-02",703,False,"2026-03-02T10:13:04.596Z","2026-03-02T10:15:17.131Z","B"
"3724","0013-1199","2026-03-02",203,False,"2026-03-02T10:15:17.089Z","2026-03-02T10:15:39.989Z","N"
"3724","0035-1266","2026-03-02",604,False,"2026-03-02T10:15:22.892Z","2026-03-02T10:15:40.672Z","F"
"3680","0002-3777","2026-03-02",101,False,"2026-03-02T10:10:48.685Z","2026-03-02T10:15:45.993Z","B"
"3724","0025-0163","2026-03-02",204,False,"2026-03-02T10:08:56.185Z","2026-03-02T10:15:50.151Z","B"
"3724","0035-1052","2026-03-02",505,False,"2026-03-02T10:15:49.371Z","2026-03-02T10:16:22.311Z","F"
"3724","0035-0233","2026-03-02",503,False,"2026-03-02T10:13:27.286Z","2026-03-02T10:16:39.139Z","B"
"3724","0035-0513","2026-03-02",504,False,"2026-03-02T10:01:53.070Z","2026-03-02T10:17:50.058Z","N"
"3680","0001-0945","2026-03-02",704,False,"2026-03-02T10:16:18.789Z","2026-03-02T10:17:57.918Z","N"
"3724","0021-0231","2026-03-02",202,False,"2026-03-02T10:10:09.327Z","2026-03-02T10:16:54.085Z","O"
"3724","0013-0480","2026-03-02",203,False,"2026-03-02T10:21:57.177Z","2026-03-02T10:23:24.402Z","C"
"3680","0012-0409","2026-03-02",402,False,"2026-03-02T10:13:41.176Z","2026-03-02T10:26:24.521Z","Z"
"3680","0001-0966","2026-03-02",406,False,"2026-03-02T10:24:51.349Z","2026-03-02T10:26:22.474Z","O"
"3724","0035-0122","2026-03-02",504,False,"2026-03-02T10:31:14.541Z","2026-03-02T10:35:31.856Z","B"
"3724","0009-1805","2026-03-02",304,False,"2026-03-02T10:08:02.504Z","2026-03-02T10:17:58.578Z","Z"
"3680","0003-2401","2026-03-02",107,False,"2026-03-02T10:17:17.608Z","2026-03-02T10:19:23.610Z","F"
"3680","0004-1227","2026-03-02",804,False,"2026-03-02T10:04:17.378Z","2026-03-02T10:20:16.327Z","S"
"3724","0009-1451","2026-03-02",305,False,"2026-03-02T10:18:50.662Z","2026-03-02T10:20:31.313Z","O"
"3680","0004-1497","2026-03-02",801,False,"2026-03-02T10:20:26.479Z","2026-03-02T10:21:15.104Z","A"
"3724","0009-0496","2026-03-02",302,False,"2026-03-02T10:21:00.687Z","2026-03-02T10:21:24.530Z","B"
"3724","0034-0129","2026-03-02",502,False,"2026-03-02T10:21:13.110Z","2026-03-02T10:21:40.587Z","Z"
"3724","0009-0527","2026-03-02",304,False,"2026-03-02T10:20:41.320Z","2026-03-02T10:23:31.602Z","B"
"3680","0002-1460","2026-03-02",101,False,"2026-03-02T10:21:13.422Z","2026-03-02T10:24:10.798Z","O"
"3680","0004-0280","2026-03-02",804,False,"2026-03-02T10:26:08.259Z","2026-03-02T10:26:38.252Z","S"
"3680","0007-0237","2026-03-02",802,False,"2026-03-02T10:19:44.561Z","2026-03-02T10:21:39.442Z","B"
"3724","0009-2206","2026-03-02",302,False,"2026-03-02T10:21:38.422Z","2026-03-02T10:21:55.572Z","B"
"3724","0035-0644","2026-03-02",503,False,"2026-03-02T10:20:44.237Z","2026-03-02T10:21:58.758Z","B"
"3680","0003-2683","2026-03-02",805,False,"2026-03-02T10:21:37.612Z","2026-03-02T10:22:11.104Z","O"
"3680","0007-0006","2026-03-02",802,True,"2026-03-02T10:22:17.537Z","2026-03-02T10:23:01.882Z","S"
"3724","0021-0426","2026-03-02",202,False,"2026-03-02T10:17:49.345Z","2026-03-02T10:23:32.815Z","S"
"3680","0001-0956","2026-03-02",406,False,"2026-03-02T10:13:18.241Z","2026-03-02T10:22:41.759Z","O"
"3724","0025-0164","2026-03-02",204,False,"2026-03-02T10:18:49.536Z","2026-03-02T10:22:52.992Z","S"
"3680","0016-0115","2026-03-02",701,False,"2026-03-02T10:20:23.077Z","2026-03-02T10:23:01.526Z","Z"
"3680","0022-0128","2026-03-02",405,False,"2026-03-02T10:14:08.737Z","2026-03-02T10:23:58.765Z","O"
"3724","0009-1978","2026-03-02",306,False,"2026-03-02T10:25:47.451Z","2026-03-02T10:27:13.027Z","H"
"3680","0001-0812","2026-03-02",401,False,"2026-03-02T10:23:33.362Z","2026-03-02T10:23:58.029Z","D"
"3680","0007-0078","2026-03-02",802,False,"2026-03-02T10:23:55.695Z","2026-03-02T10:24:17.435Z","N"
"3724","0025-0144","2026-03-02",204,False,"2026-03-02T10:23:44.718Z","2026-03-02T10:24:57.904Z","B"
"3724","0009-0719","2026-03-02",306,False,"2026-03-02T10:18:14.001Z","2026-03-02T10:25:06.284Z","Z"
"3680","0003-0642","2026-03-02",104,False,"2026-03-02T10:24:06.954Z","2026-03-02T10:32:42.800Z","S"
"3680","0018-0001","2026-03-02",705,False,"2026-03-02T09:44:51.434Z","2026-03-02T10:36:19.677Z","Z"
"3680","0006-0719","2026-03-02",403,False,"2026-03-02T10:25:37.629Z","2026-03-02T10:27:15.364Z","N"
"3680","0002-3631","2026-03-02",105,False,"2026-03-02T10:23:21.720Z","2026-03-02T10:27:50.231Z","S"
"3680","0001-0830","2026-03-02",401,False,"2026-03-02T10:25:27.235Z","2026-03-02T10:28:59.531Z","B"
"3680","0004-1600","2026-03-02",801,False,"2026-03-02T10:25:11.593Z","2026-03-02T10:29:26.521Z","N"
"3680","0003-2686","2026-03-02",805,False,"2026-03-02T10:28:48.828Z","2026-03-02T10:29:26.950Z","B"
"3680","0003-2404","2026-03-02",805,False,"2026-03-02T10:31:32.038Z","2026-03-02T10:31:56.635Z","O"
"3724","0009-1110","2026-03-02",306,False,"2026-03-02T10:28:14.643Z","2026-03-02T10:30:27.929Z","A"
"3680","0001-0191","2026-03-02",406,False,"2026-03-02T10:29:02.636Z","2026-03-02T10:31:10.614Z","B"
"3724","0009-0668","2026-03-02",304,False,"2026-03-02T10:31:20.996Z","2026-03-02T10:35:39.260Z","B"
"3724","0009-1767","2026-03-02",302,False,"2026-03-02T10:35:27.138Z","2026-03-02T10:35:45.258Z","O"
"3724","0009-0284","2026-03-02",304,False,"2026-03-02T10:26:00.520Z","2026-03-02T10:31:13.748Z","O"
"3724","0035-0275","2026-03-02",503,False,"2026-03-02T10:24:05.073Z","2026-03-02T10:31:07.831Z","B"
"3724","0009-1338","2026-03-02",302,False,"2026-03-02T10:31:02.017Z","2026-03-02T10:31:56.579Z","B"
"3680","0002-3049","2026-03-02",106,False,"2026-03-02T10:20:51.452Z","2026-03-02T10:21:16.598Z","S"
"3680","0001-0559","2026-03-02",704,False,"2026-03-02T10:23:54.933Z","2026-03-02T10:32:26.149Z","S"
"3724","0009-1269","2026-03-02",302,False,"2026-03-02T10:32:53.792Z","2026-03-02T10:33:15.141Z","A"
"3680","0012-0273","2026-03-02",402,False,"2026-03-02T10:28:35.775Z","2026-03-02T10:33:16.674Z","N"
"3680","0002-2629","2026-03-02",703,False,"2026-03-02T10:19:25.768Z","2026-03-02T10:20:33.369Z","H"
"3680","0018-0266","2026-03-02",803,False,"2026-03-02T10:32:20.340Z","2026-03-02T10:35:41.084Z","B"
"3724","0025-0140","2026-03-02",204,False,"2026-03-02T10:37:30.559Z","2026-03-02T10:37:50.174Z","B"
